Model:	LI-7820
SN:	TG20-01079
Software Version:	2.1.41
Timestamp:	2022-09-28 10:34:19
Timezone:	Europe/Copenhagen
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	N2O	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag		date	time	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1664361742	549015045	76845	0	""	2022-09-28	12:42:22	12254.129	344.85556	39.8308	55.0003	31.5924	34.8853	0.00222184	38.4323	54.5005	26.7	-0.10586	14.2461	105
DATA	1664361743	549015045	76855	0	""	2022-09-28	12:42:23	12254.924	344.34332	39.8311	55.0003	31.5924	34.8853	0.00222583	38.4331	54.5005	-12.6	-0.10586	14.2461	132
DATA	1664361744	549015045	76865	0	""	2022-09-28	12:42:24	12258.872	344.71152	39.8339	55.0003	31.5914	34.8853	0.00222356	38.4318	54.5005	-43.5	-0.10586	14.2461	157
DATA	1664361745	548892021	76875	0	""	2022-09-28	12:42:25	12260.769	346.32968	39.8337	55.0003	31.5898	34.8853	0.00222809	38.429	54.5005	-92.5	-0.10586	14.2458	151
DATA	1664361746	548892021	76885	0	""	2022-09-28	12:42:26	12261.048	345.48563	39.8319	55.0003	31.5837	34.8853	0.00222163	38.4307	54.5005	-66	-0.10586	14.2455	 74
DATA	1664361747	548892021	76895	0	""	2022-09-28	12:42:27	12262.74	344.72723	39.8317	55.0003	31.5793	34.8853	0.00221606	38.4328	54.5005	-7.2	-0.10586	14.245	 16
DATA	1664361748	548768043	76905	0	""	2022-09-28	12:42:28	12263.346	345.81125	39.8317	55.0003	31.5787	34.8853	0.00221736	38.4347	54.5005	35.7	-0.10586	14.2448	136
DATA	1664361749	548768043	76915	0	""	2022-09-28	12:42:29	12263.253	344.88837	39.8321	55.0003	31.5787	34.8853	0.00222486	38.4328	54.5005	17.7	-0.10586	14.2455	147
DATA	1664361750	548768043	76925	0	""	2022-09-28	12:42:30	12265.509	346.03873	39.8324	55.0003	31.5787	34.8853	0.00222823	38.4346	54.5005	6.3	-0.10586	14.2448	 73
DATA	1664361751	548641204	76935	0	""	2022-09-28	12:42:31	12265.714	347.03214	39.8329	55.0003	31.5788	34.8853	0.00223918	38.432	54.5005	18	-0.10586	14.2447	218
DATA	1664361752	548641204	76945	0	""	2022-09-28	12:42:32	12270.19	346.09964	39.8321	55.0003	31.5805	34.8853	0.00223346	38.4325	54.5005	53.4	-0.10586	14.2442	 50
DATA	1664361753	548641204	76955	0	""	2022-09-28	12:42:33	12269.059	345.27826	39.8334	55.0003	31.5831	34.8853	0.00223627	38.4341	54.5005	39.5	-0.10586	14.2444	119
DATA	1664361754	548508167	76965	0	""	2022-09-28	12:42:34	12274.758	345.98346	39.8335	55.0003	31.5865	34.8853	0.00223036	38.4307	54.5005	19.3	-0.10586	14.2439	143
DATA	1664361755	548508167	76975	0	""	2022-09-28	12:42:35	12279.949	346.46371	39.8322	55.0003	31.5864	34.8853	0.0022368	38.4292	54.5005	-34.7	-0.10586	14.2437	144
DATA	1664361756	548508167	76985	0	""	2022-09-28	12:42:36	12287.943	346.1424	39.8331	55.0003	31.5828	34.8853	0.00222772	38.4325	54.5005	32.9	-0.10586	14.2442	 79
DATA	1664361757	548383951	76995	0	""	2022-09-28	12:42:37	12286.288	343.00461	39.8337	55.0003	31.5842	34.8853	0.0022634	38.4375	54.5005	97.9	-0.10586	14.243	 44
DATA	1664361758	548383951	77005	0	""	2022-09-28	12:42:38	12287.589	346.39673	39.8334	55.0003	31.5831	34.8853	0.00223871	38.4299	54.5005	-25.7	-0.10586	14.2327	195
DATA	1664361759	548383951	77015	0	""	2022-09-28	12:42:39	12288.901	345.78107	39.8337	55.0003	31.5821	34.8853	0.00223482	38.4309	54.5005	5.9	-0.10586	14.2338	 82
DATA	1664361760	548254013	77025	0	""	2022-09-28	12:42:40	12289.074	345.4852	39.8345	55.0003	31.5834	34.8853	0.00224572	38.426	54.5005	-155.2	-0.10586	14.2332	 89
DATA	1664361761	548254013	77035	0	""	2022-09-28	12:42:41	12299.838	345.29626	39.8348	55.0003	31.5779	34.8853	0.00222431	38.4316	54.5005	52.9	-0.10586	14.2338	124
DATA	1664361762	548254013	77045	0	""	2022-09-28	12:42:42	12301.543	344.91528	39.8353	55.0003	31.5743	34.8853	0.00221523	38.4308	54.5005	-65.1	-0.10586	14.2349	135
DATA	1664361763	548128128	77055	0	""	2022-09-28	12:42:43	12302.929	346.5542	39.8342	55.0003	31.5736	34.8853	0.00221534	38.4338	54.5005	-19.1	-0.10586	14.2334	 97
DATA	1664361764	548128128	77065	0	""	2022-09-28	12:42:44	12297.944	341.80554	39.8345	55.0003	31.578	34.8853	0.00222346	38.4346	54.5005	64.4	-0.10586	14.2323	 70
DATA	1664361765	548128128	77075	0	""	2022-09-28	12:42:45	12284.127	346.7287	39.8339	55.0003	31.5797	34.8853	0.00228541	38.427	54.5005	-64.3	-0.10586	14.2335	 78
DATA	1664361766	548002004	77085	0	""	2022-09-28	12:42:46	12295.908	343.83252	39.8342	55.0003	31.5764	34.8853	0.00225408	38.4248	54.5005	-86.7	-0.10586	14.2364	165
DATA	1664361767	548002004	77095	0	""	2022-09-28	12:42:47	12301.889	347.07446	39.8344	55.0003	31.5705	34.8853	0.00223305	38.4332	54.5005	-59.8	-0.10586	14.2353	153
DATA	1664361768	548002004	77105	0	""	2022-09-28	12:42:48	12297.747	349.08545	39.8344	55.0003	31.5682	34.8853	0.00226683	38.4361	54.5005	88.2	-0.10586	14.2379	134
DATA	1664361769	547878026	77115	0	""	2022-09-28	12:42:49	12276.904	354.19955	39.8344	55.0003	31.5665	34.8853	0.0023472	38.4334	54.5005	97.4	-0.10586	14.231	 39
DATA	1664361770	547878026	77125	0	""	2022-09-28	12:42:50	12277.489	347.45947	39.8337	55.0003	31.5678	34.8853	0.0022761	38.4348	54.5005	55.3	-0.10586	14.2323	 91
DATA	1664361771	547878026	77135	0	""	2022-09-28	12:42:51	12295.043	341.81549	39.8347	55.0003	31.5709	34.8853	0.00229598	38.435	54.5005	102.5	-0.10586	14.2323	121
DATA	1664361772	547747135	77145	0	""	2022-09-28	12:42:52	12271.521	346.95819	39.8344	55.0003	31.5728	34.8853	0.00228051	38.4294	54.5005	3.4	-0.10586	14.2356	 70
DATA	1664361773	547747135	77155	0	""	2022-09-28	12:42:53	12303.444	346.0289	39.8344	55.0003	31.5718	34.8853	0.00219611	38.4344	54.5005	14.1	-0.10586	14.2368	 59
DATA	1664361774	547747135	77165	0	""	2022-09-28	12:42:54	12276.395	347.0358	39.8339	55.0003	31.5723	34.8853	0.00224698	38.4343	54.5005	-19.4	-0.10586	14.2371	131
DATA	1664361775	547622203	77175	0	""	2022-09-28	12:42:55	12269.506	348.82581	39.8331	55.0003	31.5728	34.8853	0.00225227	38.4373	54.5005	72.9	-0.10586	14.2379	131
DATA	1664361776	547622203	77185	0	""	2022-09-28	12:42:56	12271.936	345.40109	39.8337	55.0003	31.57	34.8853	0.00226084	38.4306	54.5005	6.6	-0.10586	14.2356	216
DATA	1664361777	547622203	77195	0	""	2022-09-28	12:42:57	12271.058	346.40158	39.8344	55.0003	31.5674	34.8853	0.00222424	38.4329	54.5005	-63.4	-0.10586	14.2354	158
DATA	1664361778	547497987	77205	0	""	2022-09-28	12:42:58	12278.819	345.2428	39.8345	55.0003	31.5653	34.8853	0.00220924	38.4342	54.5005	48.6	-0.10586	14.2364	 99
DATA	1664361779	547497987	77215	0	""	2022-09-28	12:42:59	12262.352	345.09109	39.8316	55.0003	31.5692	34.8853	0.00221701	38.435	54.5005	49.3	-0.10586	14.2353	 80
DATA	1664361780	547497987	77225	0	""	2022-09-28	12:43:00	12259.172	343.92065	39.8319	55.0003	31.5717	34.8853	0.00226974	38.4344	54.5005	36.5	-0.10586	14.2331	130
DATA	1664361781	547372102	77235	0	""	2022-09-28	12:43:01	12256.149	345.59204	39.8334	55.0003	31.5726	34.8853	0.00222566	38.4368	54.5005	48.7	-0.10586	14.2362	110
DATA	1664361782	547372102	77245	0	""	2022-09-28	12:43:02	12252.007	345.68613	39.8345	55.0003	31.5759	34.8853	0.00222357	38.4343	54.501	-18.8	-0.10586	14.2362	 96
DATA	1664361783	547372102	77255	0	""	2022-09-28	12:43:03	12249.564	345.96759	39.834	55.0003	31.5766	34.8853	0.00222084	38.4352	54.5013	46.6	-0.10586	14.2381	 73
DATA	1664361784	547253131	77265	0	""	2022-09-28	12:43:04	12242.924	346.13303	39.8337	55.0003	31.5775	34.8853	0.0022253	38.4333	54.5013	23.5	-0.10586	14.2379	 46
DATA	1664361785	547253131	77275	0	""	2022-09-28	12:43:05	12224.691	345.21475	39.834	55.0003	31.5772	34.8853	0.0022367	38.4341	54.5013	15.9	-0.10586	14.2379	 11
DATA	1664361786	547253131	77285	0	""	2022-09-28	12:43:06	12213.338	345.92484	39.8345	55.0003	31.5777	34.8853	0.00222714	38.434	54.5013	86.1	-0.10586	14.2379	 73
DATA	1664361787	547129154	77295	0	""	2022-09-28	12:43:07	12196.286	345.92648	39.834	55.0003	31.5815	34.8853	0.00223099	38.4315	54.5013	14.6	-0.10586	14.2376	 87
DATA	1664361788	547129154	77305	0	""	2022-09-28	12:43:08	12178.161	345.64255	39.8345	55.0003	31.5831	34.8853	0.00222696	38.4327	54.5013	-12.7	-0.10586	14.2381	162
DATA	1664361789	547129154	77315	0	""	2022-09-28	12:43:09	12162.122	345.52368	39.8339	55.0003	31.5823	34.8853	0.0022205	38.4318	54.5013	13.2	-0.10586	14.2381	 48
DATA	1664361790	547003030	77325	0	""	2022-09-28	12:43:10	12142.723	345.535	39.8345	55.0003	31.5823	34.8853	0.00221786	38.432	54.5013	9.8	-0.10586	14.2382	140
DATA	1664361791	547003030	77335	0	""	2022-09-28	12:43:11	12125.835	345.48135	39.8339	55.0003	31.5836	34.8853	0.0022181	38.435	54.5007	44.1	-0.10586	14.237	194
DATA	1664361792	547003030	77345	0	""	2022-09-28	12:43:12	12104.931	346.20309	39.834	55.0003	31.5849	34.8853	0.00221973	38.4335	54.5005	-4.2	-0.10586	14.2364	 29
DATA	1664361793	546873092	77355	0	""	2022-09-28	12:43:13	12094.375	345.29605	39.8345	55.0003	31.5833	34.8853	0.00221506	38.4356	54.5005	42.9	-0.10586	14.2365	125
DATA	1664361794	546873092	77365	0	""	2022-09-28	12:43:14	12079.899	345.26138	39.8345	55.0003	31.585	34.8853	0.00221025	38.4327	54.5005	-0.7	-0.10586	14.2362	 71
DATA	1664361795	546873092	77375	0	""	2022-09-28	12:43:15	12064.892	344.90207	39.8345	55.0003	31.5855	34.8853	0.00220896	38.4335	54.5005	26.8	-0.10586	14.2364	139
DATA	1664361796	546749114	77385	0	""	2022-09-28	12:43:16	12052.69	344.48779	39.8345	55.0003	31.5859	34.8853	0.00220231	38.4331	54.5005	-18.5	-0.10586	14.2357	129
DATA	1664361797	546749114	77395	0	""	2022-09-28	12:43:17	12037.951	344.90073	39.8344	55.0003	31.5868	34.8853	0.00220397	38.4334	54.5005	0.7	-0.10586	14.2356	 81
DATA	1664361798	546749114	77405	0	""	2022-09-28	12:43:18	12026.68	344.68845	39.8342	55.0003	31.587	34.8853	0.0022039	38.4322	54.5005	1.3	-0.10586	14.2354	172
DATA	1664361799	546621084	77415	0	""	2022-09-28	12:43:19	12014.333	345.30615	39.8337	55.0003	31.5864	34.8853	0.00220429	38.4339	54.5006	-17.4	-0.10586	14.2356	157
DATA	1664361800	546621084	77425	0	""	2022-09-28	12:43:20	12005.104	345.27472	39.8335	55.0003	31.5846	34.8853	0.00220517	38.4341	54.5006	-10	-0.10586	14.236	223
DATA	1664361801	546621084	77435	0	""	2022-09-28	12:43:21	11994.88	345.26184	39.8339	55.0003	31.5862	34.8853	0.00220163	38.4339	54.5008	35.3	-0.10586	14.2362	 65
DATA	1664361802	546497106	77445	0	""	2022-09-28	12:43:22	11986.22	345.14374	39.8342	55.0003	31.588	34.8853	0.0022103	38.433	54.5007	-11.3	-0.10586	14.2371	190
DATA	1664361803	546497106	77455	0	""	2022-09-28	12:43:23	11975.251	344.82047	39.8337	55.0003	31.5888	34.8853	0.00220802	38.4333	54.5005	-7.2	-0.10586	14.2357	111
DATA	1664361804	546497106	77465	0	""	2022-09-28	12:43:24	11968.384	344.94351	39.8345	55.0003	31.5888	34.8853	0.00220857	38.4329	54.5005	-63.3	-0.10586	14.2353	185
DATA	1664361805	546370029	77475	0	""	2022-09-28	12:43:25	11957.387	345.10623	39.8344	55.0003	31.5864	34.8853	0.00220434	38.4369	54.5005	43.5	-0.10586	14.2354	118
DATA	1664361806	546370029	77485	0	""	2022-09-28	12:43:26	11949.329	345.22794	39.8344	55.0003	31.586	34.8853	0.00220713	38.4376	54.5005	4.2	-0.10586	14.2345	 22
DATA	1664361807	546370029	77495	0	""	2022-09-28	12:43:27	11941.568	344.84229	39.8344	55.0003	31.587	34.8853	0.00220766	38.4364	54.5005	4.8	-0.10586	14.2353	 33
DATA	1664361808	546241998	77505	0	""	2022-09-28	12:43:28	11933.848	344.745	39.8342	55.0003	31.587	34.8853	0.00220135	38.4381	54.5005	-5.2	-0.10586	14.2351	217
DATA	1664361809	546241998	77515	0	""	2022-09-28	12:43:29	11926.849	344.95483	39.8347	55.0003	31.5868	34.8853	0.00220201	38.4379	54.5005	22.5	-0.10586	14.2348	148
DATA	1664361810	546241998	77525	0	""	2022-09-28	12:43:30	11917.758	345.3165	39.8344	55.0003	31.5868	34.8853	0.00220403	38.4356	54.5005	-26.3	-0.10586	14.2345	111
DATA	1664361811	546106100	77535	0	""	2022-09-28	12:43:31	11912.706	345.54813	39.8342	55.0003	31.5855	34.8853	0.00220587	38.4371	54.5005	8.5	-0.10586	14.2348	 47
DATA	1664361812	546106100	77545	0	""	2022-09-28	12:43:32	11907.639	345.20551	39.8344	55.0003	31.5873	34.8853	0.00219555	38.4358	54.5005	4.5	-0.10586	14.2346	 55
DATA	1664361813	546106100	77555	0	""	2022-09-28	12:43:33	11902.636	344.29797	39.8344	55.0003	31.5896	34.8853	0.00219427	38.4349	54.5005	-7.9	-0.10586	14.2338	126
DATA	1664361814	545978069	77565	0	""	2022-09-28	12:43:34	11892.526	345.23236	39.8345	55.0003	31.5883	34.8853	0.00219538	38.437	54.5005	-0.8	-0.10586	14.2338	 86
DATA	1664361815	545978069	77575	0	""	2022-09-28	12:43:35	11887.369	344.70609	39.835	55.0003	31.5867	34.8853	0.00219358	38.4394	54.5005	10.6	-0.10586	14.234	 54
DATA	1664361816	545978069	77585	0	""	2022-09-28	12:43:36	11881.065	345.52771	39.8342	55.0003	31.5865	34.8853	0.0021932	38.4374	54.5005	-20.6	-0.10586	14.234	 77
DATA	1664361817	545855045	77595	0	""	2022-09-28	12:43:37	11875.927	344.67346	39.8344	55.0003	31.5877	34.8853	0.00219028	38.4401	54.5005	29.1	-0.10586	14.2342	139
DATA	1664361818	545855045	77605	0	""	2022-09-28	12:43:38	11870.789	345.04459	39.8347	55.0003	31.587	34.8853	0.0021925	38.4396	54.5005	31.6	-0.10586	14.234	245
DATA	1664361819	545855045	77615	0	""	2022-09-28	12:43:39	11867.528	344.61356	39.8345	55.0003	31.5888	34.8853	0.00219202	38.4391	54.5005	-32	-0.10586	14.234	 28
DATA	1664361820	545732975	77625	0	""	2022-09-28	12:43:40	11863.787	344.84195	39.8345	55.0003	31.5872	34.8853	0.00219075	38.4422	54.5005	-6.6	-0.10586	14.2337	131
DATA	1664361821	545732975	77635	0	""	2022-09-28	12:43:41	11858.814	344.936	39.8348	55.0003	31.5864	34.8853	0.00218768	38.4427	54.5005	36.9	-0.10586	14.2337	 50
DATA	1664361822	545732975	77645	0	""	2022-09-28	12:43:42	11853.493	345.39847	39.8352	55.0001	31.5872	34.8853	0.00219556	38.4419	54.5005	-0.4	-0.10586	14.2334	130
DATA	1664361823	545605182	77655	0	""	2022-09-28	12:43:43	11850.047	344.47171	39.8339	55.0003	31.586	34.8853	0.0021956	38.4421	54.5005	-20.4	-0.10586	14.2327	 50
DATA	1664361824	545605182	77665	0	""	2022-09-28	12:43:44	11845.369	344.86572	39.8345	55.0003	31.586	34.8853	0.00219523	38.4426	54.5005	3	-0.10586	14.2337	188
DATA	1664361825	545605182	77675	0	""	2022-09-28	12:43:45	11840.253	345.25565	39.8342	55.0002	31.5864	34.8853	0.00219752	38.4414	54.5005	23.4	-0.10586	14.2332	110
DATA	1664361826	545475006	77685	0	""	2022-09-28	12:43:46	11835.466	345.08932	39.834	55.0002	31.5862	34.8853	0.00219103	38.4429	54.5005	10.3	-0.10586	14.2324	 62
DATA	1664361827	545475006	77695	0	""	2022-09-28	12:43:47	11830.19	345.25653	39.8345	55.0003	31.5867	34.8853	0.00219041	38.4432	54.5005	33.2	-0.10586	14.2327	 66
DATA	1664361828	545475006	77705	0	""	2022-09-28	12:43:48	11825.623	345.29315	39.8347	55.0003	31.5867	34.8853	0.00218823	38.4428	54.5005	-18.8	-0.10586	14.2331	175
DATA	1664361829	545351982	77715	0	""	2022-09-28	12:43:49	11822.468	345.23672	39.8334	55.0003	31.586	34.8853	0.00218945	38.443	54.5005	-15.1	-0.10586	14.2327	 74
DATA	1664361830	545351982	77725	0	""	2022-09-28	12:43:50	11820.079	345.0831	39.8344	55.0003	31.5859	34.8853	0.00218365	38.4442	54.5005	-38.3	-0.10586	14.232	 55
DATA	1664361831	545351982	77735	0	""	2022-09-28	12:43:51	11813.337	345.50317	39.8347	55.0003	31.586	34.8853	0.00219233	38.4429	54.5005	-14.1	-0.10586	14.2324	100
DATA	1664361832	545226097	77745	0	""	2022-09-28	12:43:52	11811.358	345.23798	39.8347	55.0003	31.5865	34.8853	0.00219049	38.4425	54.5005	-14.5	-0.10586	14.2323	172
DATA	1664361833	545226097	77755	0	""	2022-09-28	12:43:53	11806.834	345.367	39.834	55.0003	31.5855	34.8853	0.00218536	38.4439	54.5005	-15.9	-0.10586	14.2323	 23
DATA	1664361834	545226097	77765	0	""	2022-09-28	12:43:54	11802.765	344.97839	39.8345	55.0003	31.5862	34.8853	0.00219147	38.4444	54.5005	-12.8	-0.10586	14.2326	185
DATA	1664361835	545100212	77775	0	""	2022-09-28	12:43:55	11799.152	345.05984	39.8335	55.0003	31.586	34.8853	0.00219111	38.4447	54.5005	-7.9	-0.10586	14.2323	 61
DATA	1664361836	545100212	77785	0	""	2022-09-28	12:43:56	11791.479	345.10229	39.8348	55.0003	31.585	34.8853	0.00219089	38.4454	54.5005	12.4	-0.10586	14.232	 14
DATA	1664361837	545100212	77795	0	""	2022-09-28	12:43:57	11788.359	345.25031	39.8345	55.0003	31.585	34.8853	0.00218771	38.446	54.5005	5	-0.10586	14.2318	127
DATA	1664361838	544974088	77805	0	""	2022-09-28	12:43:58	11785.904	345.36108	39.8337	55.0003	31.5859	34.8853	0.0021866	38.4445	54.5005	14.6	-0.10586	14.2315	 97
DATA	1664361839	544974088	77815	0	""	2022-09-28	12:43:59	11782.392	344.8779	39.8342	55.0003	31.5868	34.8853	0.00219021	38.4447	54.5005	-20.9	-0.10586	14.2315	145
DATA	1664361840	544974088	77825	0	""	2022-09-28	12:44:00	11779.537	345.00443	39.8345	55.0003	31.587	34.8853	0.0021885	38.4471	54.5005	28.2	-0.10586	14.231	226
DATA	1664361841	544847011	77835	0	""	2022-09-28	12:44:01	11777.736	345.28238	39.834	55.0003	31.5867	34.8853	0.00218754	38.4467	54.5005	-22.7	-0.10586	14.2317	125
DATA	1664361842	544847011	77845	0	""	2022-09-28	12:44:02	11772.134	345.3179	39.835	55.0003	31.5885	34.8853	0.00218428	38.4445	54.5005	-39.4	-0.10586	14.232	 10
DATA	1664361843	544847011	77855	0	""	2022-09-28	12:44:03	11769.556	344.93781	39.8344	55.0003	31.5868	34.8853	0.00218324	38.4437	54.5005	-9.6	-0.10586	14.2317	135
DATA	1664361844	544725894	77865	0	""	2022-09-28	12:44:04	11766.444	344.94174	39.8331	55.0003	31.5865	34.8853	0.00219002	38.4457	54.5005	-26.1	-0.10586	14.2313	169
DATA	1664361845	544725894	77875	0	""	2022-09-28	12:44:05	11764.169	345.09128	39.8347	55.0003	31.586	34.8853	0.0021861	38.4469	54.5005	32.3	-0.10586	14.2312	 36
DATA	1664361846	544725894	77885	0	""	2022-09-28	12:44:06	11758.164	344.7948	39.8337	55.0003	31.5852	34.8853	0.00218512	38.4472	54.5005	-2.3	-0.10586	14.2312	 81
DATA	1664361847	544600963	77895	0	""	2022-09-28	12:44:07	11757.971	344.97397	39.8344	55.0003	31.5846	34.8853	0.00218313	38.447	54.5005	-10	-0.10586	14.2304	 34
DATA	1664361848	544600963	77905	0	""	2022-09-28	12:44:08	11759.384	344.79926	39.8339	55.0003	31.5847	34.8853	0.00218416	38.4479	54.5005	16.2	-0.10586	14.2307	152
DATA	1664361849	544600963	77915	0	""	2022-09-28	12:44:09	11756.133	345.42056	39.8345	55.0003	31.585	34.8853	0.00219016	38.4477	54.5005	-2	-0.10586	14.2306	218
DATA	1664361850	544467210	77925	0	""	2022-09-28	12:44:10	11753.416	345.06497	39.8335	55.0003	31.5852	34.8853	0.00219228	38.447	54.5005	-9.4	-0.10586	14.2301	 52
DATA	1664361851	544467210	77935	0	""	2022-09-28	12:44:11	11750.638	344.88242	39.8337	55.0003	31.5839	34.8853	0.00218959	38.4483	54.5005	25.9	-0.10586	14.2307	136
DATA	1664361852	544467210	77945	0	""	2022-09-28	12:44:12	11748.347	345.65988	39.834	55.0003	31.5859	34.8853	0.00218586	38.4463	54.5005	57.9	-0.10586	14.2301	 97
DATA	1664361853	544339179	77955	0	""	2022-09-28	12:44:13	11747.293	345.09201	39.8344	55.0003	31.5867	34.8853	0.00219037	38.4453	54.5005	-28.2	-0.10586	14.2302	166
DATA	1664361854	544339179	77965	0	""	2022-09-28	12:44:14	11744.984	345.38077	39.8344	55.0003	31.5857	34.8853	0.00218785	38.4472	54.5005	8.6	-0.10586	14.2304	106
DATA	1664361855	544339179	77975	0	""	2022-09-28	12:44:15	11743.666	345.30573	39.8335	55.0003	31.5854	34.8853	0.00218438	38.4473	54.5005	-13	-0.10586	14.2301	 77
DATA	1664361856	544220924	77985	0	""	2022-09-28	12:44:16	11740.8	344.88464	39.8345	55.0003	31.5852	34.8853	0.00218209	38.447	54.5005	23.1	-0.10586	14.2299	236
DATA	1664361857	544220924	77995	0	""	2022-09-28	12:44:17	11737.418	345.46002	39.8339	55.0003	31.5842	34.8853	0.00218312	38.4495	54.5005	17.8	-0.10586	14.2291	127
DATA	1664361858	544220924	78005	0	""	2022-09-28	12:44:18	11739.65	345.25681	39.8345	55.0003	31.5852	34.8853	0.00218737	38.4488	54.5005	2.9	-0.10586	14.2298	 39
DATA	1664361859	544088125	78015	0	""	2022-09-28	12:44:19	11739.126	345.31973	39.8347	55.0003	31.5842	34.8853	0.00219197	38.4464	54.5005	52	-0.10586	14.2296	 38
DATA	1664361860	544088125	78025	0	""	2022-09-28	12:44:20	11740.227	345.26785	39.8342	55.0003	31.587	34.8853	0.00218383	38.447	54.5005	-21.3	-0.10586	14.2293	 50
DATA	1664361861	544088125	78035	0	""	2022-09-28	12:44:21	11739.118	345.24747	39.8344	55.0003	31.5854	34.8853	0.00218151	38.45	54.5005	7.6	-0.10586	14.2296	220
DATA	1664361862	543963193	78045	0	""	2022-09-28	12:44:22	11738.315	345.36935	39.8348	55.0003	31.5864	34.8853	0.00218323	38.4466	54.5005	-22.5	-0.10586	14.2296	175
DATA	1664361863	543963193	78055	0	""	2022-09-28	12:44:23	11738.297	345.4455	39.8339	55.0003	31.5859	34.8853	0.0021848	38.4479	54.5005	-24.1	-0.10586	14.2291	 88
DATA	1664361864	543963193	78065	0	""	2022-09-28	12:44:24	11738.308	345.00873	39.834	55.0003	31.5841	34.8853	0.00218688	38.4495	54.5005	-0.5	-0.10586	14.2285	 76
DATA	1664361865	543842077	78075	0	""	2022-09-28	12:44:25	11732.997	345.1087	39.8345	55.0003	31.5859	34.8853	0.00219027	38.4485	54.5005	18	-0.10586	14.2291	249
DATA	1664361866	543842077	78085	0	""	2022-09-28	12:44:26	11732.021	344.883	39.8337	55.0003	31.5862	34.8853	0.0021886	38.4468	54.5004	-11.2	-0.10586	14.229	220
DATA	1664361867	543842077	78095	0	""	2022-09-28	12:44:27	11730.167	345.46887	39.834	55.0003	31.5854	34.8853	0.00218879	38.4487	54.5005	15.7	-0.10586	14.2285	110
DATA	1664361868	543704986	78105	0	""	2022-09-28	12:44:28	11730.332	345.24713	39.8342	55.0003	31.5859	34.8853	0.00218439	38.4483	54.5003	7.6	-0.10586	14.2288	 84
DATA	1664361869	543704986	78115	0	""	2022-09-28	12:44:29	11729.14	344.95135	39.8345	55.0003	31.5855	34.8853	0.00218055	38.4482	54.5005	-6.4	-0.10586	14.2288	 85
DATA	1664361870	543704986	78125	0	""	2022-09-28	12:44:30	11727.793	344.86261	39.8344	55.0003	31.585	34.8853	0.00218245	38.4507	54.5001	-22.9	-0.10586	14.2288	122
DATA	1664361871	543579101	78135	0	""	2022-09-28	12:44:31	11726.498	345.13623	39.8347	55.0003	31.5846	34.8853	0.00217786	38.4494	54.4998	19.7	-0.10586	14.2288	161
DATA	1664361872	543579101	78145	0	""	2022-09-28	12:44:32	11723.896	344.96524	39.8342	55.0003	31.586	34.8853	0.00218057	38.4486	54.4998	-6.8	-0.10586	14.2287	102
DATA	1664361873	543579101	78155	0	""	2022-09-28	12:44:33	11722.791	345.2431	39.8337	55.0003	31.5849	34.8853	0.00218133	38.4493	54.4998	2.3	-0.10586	14.2284	 30
DATA	1664361874	543457984	78165	0	""	2022-09-28	12:44:34	11721.713	345.24579	39.8337	55.0003	31.5872	34.8853	0.0021833	38.4471	54.4998	-27.5	-0.10586	14.2276	151
DATA	1664361875	543457984	78175	0	""	2022-09-28	12:44:35	11717.944	345.59262	39.8335	55.0003	31.5883	34.8853	0.00218466	38.4445	54.4998	-30.4	-0.10586	14.228	161
DATA	1664361876	543457984	78185	0	""	2022-09-28	12:44:36	11715.884	344.9845	39.8342	55.0003	31.5857	34.8853	0.00218603	38.4471	54.4998	25.7	-0.10586	14.2279	127
DATA	1664361877	543332099	78195	0	""	2022-09-28	12:44:37	11717.602	345.32196	39.8339	55.0003	31.5867	34.8853	0.00218108	38.448	54.4998	-38.8	-0.10586	14.2282	156
DATA	1664361878	543332099	78205	0	""	2022-09-28	12:44:38	11713.589	345.19141	39.8335	55.0003	31.5837	34.8853	0.00218411	38.4507	54.4998	39.6	-0.10586	14.2282	147
DATA	1664361879	543332099	78215	0	""	2022-09-28	12:44:39	11710.043	345.27338	39.8337	55.0003	31.5841	34.8853	0.00218402	38.4492	54.4998	22.8	-0.10586	14.2277	137
DATA	1664361880	543209791	78225	0	""	2022-09-28	12:44:40	11708.463	345.13135	39.8339	55.0003	31.5844	34.8853	0.00218884	38.4476	54.4998	-30.6	-0.10586	14.2274	187
DATA	1664361881	543209791	78235	0	""	2022-09-28	12:44:41	11708.135	344.52725	39.8342	55.0003	31.5849	34.8853	0.00218754	38.448	54.4998	25	-0.10586	14.2276	252
DATA	1664361882	543209791	78245	0	""	2022-09-28	12:44:42	11698.127	344.71683	39.8339	55.0003	31.5847	34.8853	0.00219827	38.4492	54.4998	11.8	-0.10586	14.2274	164
DATA	1664361883	543075084	78255	0	""	2022-09-28	12:44:43	11701.834	345.16302	39.8345	55.0003	31.5857	34.8853	0.00218855	38.4499	54.4998	16	-0.10586	14.2271	 46
