Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),CO2 (ppm),H2O (ppm),N2O (ppm),Battery Charge (V),Power Input (mV),Current (mA),SOC (%),TEC Sink Temp (degC),Wall Code,Latitude,Longitude
03/07/2024 10:56:20.333,1,139.981,42.2089,41.0197,2.85075,52.4914,42.2089,470.662,7382.6,0.318755,11896,10816,-84,100,14.6658,1023,No Data,No Data
03/07/2024 10:56:21.327,1,140.002,42.2091,41.0198,2.83789,52.4914,42.2091,470.499,7363.56,0.31841,11889,10880,-45,100,14.6679,1023,No Data,No Data
03/07/2024 10:56:22.519,1,139.989,42.2089,41.0204,2.80856,52.4914,42.2089,471.639,7352.68,0.316492,11892,11008,-32,100,14.6699,1023,No Data,No Data
03/07/2024 10:56:23.512,1,140.008,42.2092,41.0195,2.77567,52.4914,42.2092,472.105,7291.38,0.313174,11892,11008,-32,100,14.6722,1023,No Data,No Data
03/07/2024 10:56:24.505,1,139.993,42.2091,41.0202,2.80048,52.4914,42.2091,473.491,7281.13,0.310274,11902,10944,-58,100,14.6747,1023,No Data,No Data
03/07/2024 10:56:25.498,1,140.03,42.2096,41.0202,2.8379,52.4914,42.2096,472.706,7212.78,0.307649,11890,10880,-70,100,14.6785,1023,No Data,No Data
03/07/2024 10:56:26.492,1,140.003,42.2098,41.0204,2.83159,52.4914,42.2098,472.092,7179.04,0.30624,11895,10880,-29,100,14.6785,1023,No Data,No Data
03/07/2024 10:56:27.485,1,139.995,42.2096,41.02,2.83439,52.4914,42.2096,470.703,7135.88,0.305867,11902,11008,-50,100,14.6801,1023,No Data,No Data
03/07/2024 10:56:28.478,1,139.991,42.2098,41.0201,2.82505,52.4914,42.2098,469.601,7082.95,0.305771,11888,10880,-52,100,14.6823,1023,No Data,No Data
03/07/2024 10:56:29.472,1,139.988,42.21,41.0203,2.79884,52.4914,42.21,469.914,7028.12,0.306942,11894,10880,-25,100,14.6862,1023,No Data,No Data
03/07/2024 10:56:30.465,1,140.01,42.2098,41.0209,2.74918,52.4914,42.2098,470.564,6972.16,0.308591,11902,10880,-73,100,14.6883,1023,No Data,No Data
03/07/2024 10:56:31.458,1,139.991,42.2096,41.0203,2.74473,52.4914,42.2096,471.458,6935.05,0.311058,11886,10944,-36,100,14.6917,1023,No Data,No Data
03/07/2024 10:56:32.551,1,139.985,42.2102,41.0207,2.73159,52.4914,42.2102,470.52,6889.89,0.313562,11897,10944,-64,100,14.6941,1023,No Data,No Data
03/07/2024 10:56:33.544,1,139.992,42.2096,41.0204,2.72032,52.4914,42.2096,468.608,6833.03,0.315428,11902,10880,-58,100,14.6959,1023,No Data,No Data
03/07/2024 10:56:34.537,1,140,42.2107,41.0205,2.69213,52.4914,42.2107,466.712,6790.36,0.317205,11903,11072,-30,100,14.698,1023,No Data,No Data
03/07/2024 10:56:35.531,1,140.011,42.2111,41.0204,2.64933,52.4914,42.2111,466.064,6770.12,0.318947,11901,11072,-56,100,14.6996,1023,No Data,No Data
03/07/2024 10:56:36.524,1,140.003,42.2111,41.0198,2.62508,52.4914,42.2111,465.341,6715.68,0.320344,11896,10880,-80,100,14.7012,1023,No Data,No Data
03/07/2024 10:56:37.517,1,139.978,42.2118,41.0202,2.60481,52.4914,42.2118,466.773,6691.13,0.321525,11898,10944,-43,100,14.7043,1023,No Data,No Data
03/07/2024 10:56:38.510,1,139.994,42.2119,41.0201,2.61046,52.4914,42.2119,469.039,6674.6,0.322304,11902,11072,-41,100,14.706,1023,No Data,No Data
03/07/2024 10:56:39.504,1,140.014,42.2122,41.0205,2.64037,52.4914,42.2122,470.807,6619.03,0.322752,11893,10944,-70,100,14.7084,1023,No Data,No Data
03/07/2024 10:56:40.497,1,140.005,42.213,41.0202,2.74939,52.4914,42.213,472.642,6588.75,0.322994,11890,10880,-64,100,14.711,1023,No Data,No Data
03/07/2024 10:56:41.490,1,140.008,42.2128,41.0203,2.85587,52.5012,42.2128,473.605,6560.29,0.323149,11902,10880,-27,100,14.7146,1023,No Data,No Data
03/07/2024 10:56:42.583,1,139.989,42.2132,41.0203,2.94796,52.5012,42.2132,474.758,6526.72,0.323396,11890,11072,-62,100,14.7182,1023,No Data,No Data
03/07/2024 10:56:43.576,1,140.016,42.2132,41.0203,2.91466,52.4914,42.2132,474.879,6487.95,0.323222,11888,11008,-73,100,14.7224,1023,No Data,No Data
03/07/2024 10:56:44.569,1,139.985,42.2134,41.02,2.80935,52.5305,42.2134,476.207,6494.8,0.32351,11886,10944,-45,100,14.7254,1023,No Data,No Data
03/07/2024 10:56:45.563,1,140,42.2132,41.0203,2.71726,52.5208,42.2132,476.35,6475.01,0.323576,11887,11008,-70,100,14.7279,1023,No Data,No Data
03/07/2024 10:56:46.556,1,139.984,42.2135,41.0203,2.64603,52.5208,42.2135,476.549,6457.63,0.323998,11895,10944,-43,100,14.7302,1023,No Data,No Data
03/07/2024 10:56:47.549,1,140.015,42.214,41.02,2.5687,52.5794,42.214,476.222,6450.58,0.3236,11895,10944,-43,100,14.7314,1023,No Data,No Data
03/07/2024 10:56:48.543,1,140,42.2147,41.0201,2.48046,52.5598,42.2147,476.664,6442.79,0.3238,11890,10880,-43,100,14.7331,1023,No Data,No Data
03/07/2024 10:56:49.536,1,140,42.2152,41.0201,2.39931,52.5892,42.2152,476.636,6430.33,0.32372,11885,11008,-89,100,14.735,1023,No Data,No Data
03/07/2024 10:56:50.529,1,140.007,42.2158,41.0205,2.33793,52.5696,42.2158,476.296,6412,0.323565,11894,11136,-49,100,14.735,1023,No Data,No Data
03/07/2024 10:56:51.522,1,139.996,42.2158,41.0205,2.29287,52.5696,42.2158,476.722,6412.99,0.323883,11889,11072,-35,100,14.737,1023,No Data,No Data
03/07/2024 10:56:52.714,1,140.014,42.2162,41.0206,2.2458,52.5892,42.2162,476.523,6415.59,0.323753,11887,11008,-73,100,14.7403,1023,No Data,No Data
03/07/2024 10:56:53.708,1,139.992,42.2169,41.0203,2.18285,52.5892,42.2169,476.79,6430.52,0.324011,11890,10880,-52,100,14.7428,1023,No Data,No Data
03/07/2024 10:56:54.701,1,139.998,42.2169,41.0191,2.06271,52.5696,42.2169,476.886,6435.85,0.323998,11891,10880,-40,100,14.7428,1023,No Data,No Data
03/07/2024 10:56:55.694,1,140,42.2175,41.02,1.93332,52.5598,42.2175,476.369,6423.09,0.323794,11888,10880,-76,100,14.7451,1023,No Data,No Data
03/07/2024 10:56:56.687,1,139.995,42.2175,41.0195,1.82493,52.5892,42.2175,476.242,6427.62,0.323739,11901,11072,-18,100,14.7467,1023,No Data,No Data
03/07/2024 10:56:57.681,1,140.006,42.2172,41.02,1.77434,52.5892,42.2172,476.054,6441.64,0.323492,11896,11072,-59,100,14.7498,1023,No Data,No Data
03/07/2024 10:56:58.674,1,140.004,42.2182,41.0197,1.75534,52.5892,42.2182,476.333,6445.01,0.323835,11896,11136,-71,100,14.7513,1023,No Data,No Data
03/07/2024 10:56:59.667,1,139.996,42.2181,41.0199,1.75095,52.5892,42.2181,475.988,6433.09,0.323586,11893,10880,-37,100,14.7536,1023,No Data,No Data
03/07/2024 10:57:00.661,1,140.008,42.2183,41.0192,1.70752,52.5892,42.2183,475.619,6433.34,0.323605,11901,10880,-38,100,14.7556,1023,No Data,No Data
03/07/2024 10:57:01.654,1,139.995,42.2189,41.0196,1.6672,52.5892,42.2189,475.882,6451.01,0.323658,11893,10880,-84,100,14.7572,1023,No Data,No Data
03/07/2024 10:57:02.746,1,140.015,42.2188,41.0195,1.65805,52.5892,42.2188,475.93,6464,0.32356,11891,10880,-39,100,14.7589,1023,No Data,No Data
03/07/2024 10:57:03.740,1,139.994,42.219,41.0197,1.68652,52.5892,42.219,476.114,6483.76,0.323886,11899,11072,-50,100,14.7602,1023,No Data,No Data
03/07/2024 10:57:04.733,1,139.987,42.2191,41.0199,1.74631,52.5892,42.2191,476.079,6490.16,0.323922,11896,10880,-89,100,14.7631,1023,No Data,No Data
03/07/2024 10:57:05.726,1,140.019,42.2192,41.0192,1.81886,52.5892,42.2192,475.592,6473.64,0.323719,11890,11072,-50,100,14.7654,1023,No Data,No Data
03/07/2024 10:57:06.720,1,139.987,42.2191,41.0191,1.85264,52.5892,42.2191,475.528,6483.73,0.323766,11902,10880,-27,100,14.7671,1023,No Data,No Data
03/07/2024 10:57:07.713,1,139.991,42.219,41.0195,1.85142,52.5696,42.219,476.034,6510.2,0.323865,11890,10880,-45,100,14.7692,1023,No Data,No Data
03/07/2024 10:57:08.706,1,140.003,42.22,41.0197,1.87471,52.5892,42.22,476.1,6513.66,0.323798,11902,11072,-35,100,14.7715,1023,No Data,No Data
03/07/2024 10:57:09.699,1,139.993,42.2199,41.0196,1.90695,52.5892,42.2199,476.34,6532.21,0.324078,11901,11008,-84,100,14.7742,1023,No Data,No Data
03/07/2024 10:57:10.693,1,139.998,42.2206,41.0192,1.90235,52.5892,42.2206,475.711,6521.76,0.323781,11886,11072,-65,100,14.7767,1023,No Data,No Data
03/07/2024 10:57:11.686,1,140.004,42.2203,41.0196,1.89314,52.5892,42.2203,475.828,6540.67,0.323783,11902,10880,-25,100,14.7787,1023,No Data,No Data
03/07/2024 10:57:12.679,1,140.013,42.2211,41.0199,1.95269,52.5892,42.2211,475.745,6539.26,0.323825,11902,10880,-25,100,14.7805,1023,No Data,No Data
03/07/2024 10:57:13.672,1,140.006,42.2212,41.0197,2.00367,52.5892,42.2212,475.448,6530.12,0.32372,11901,10880,-99,100,14.7826,1023,No Data,No Data
03/07/2024 10:57:14.666,1,140.004,42.2207,41.0199,1.94906,52.5892,42.2207,475.459,6544.68,0.323771,11885,10880,-61,100,14.7844,1023,No Data,No Data
03/07/2024 10:57:15.659,1,139.992,42.2209,41.0199,1.90089,52.5892,42.2209,475.377,6561.49,0.323782,11902,10880,-38,100,14.7844,1023,No Data,No Data
03/07/2024 10:57:16.652,1,139.987,42.2215,41.0193,1.88175,52.5892,42.2215,475.271,6560.6,0.323678,11899,11072,-89,100,14.7861,1023,No Data,No Data
03/07/2024 10:57:17.646,1,139.995,42.222,41.0195,1.85433,52.5892,42.222,476.05,6586.07,0.324088,11886,10944,-54,100,14.7882,1023,No Data,No Data
03/07/2024 10:57:18.639,1,140.011,42.2219,41.0193,1.81181,52.5892,42.2219,475.596,6583.09,0.324068,11896,11072,-32,100,14.7903,1023,No Data,No Data
03/07/2024 10:57:19.632,1,139.994,42.2219,41.0192,1.74583,52.5892,42.2219,475.179,6568.15,0.323974,11902,10816,-61,100,14.7918,1023,No Data,No Data
03/07/2024 10:57:20.625,1,139.99,42.2231,41.0192,1.70972,52.5892,42.2231,475.56,6595.38,0.324019,11886,10880,-75,100,14.7934,1023,No Data,No Data
03/07/2024 10:57:21.619,1,140.021,42.2229,41.0188,1.70411,52.5892,42.2229,474.218,6560.31,0.323321,11896,10816,-21,100,14.7951,1023,No Data,No Data
03/07/2024 10:57:22.910,1,139.982,42.2234,41.0191,1.71167,52.5892,42.2234,475.427,6604.17,0.323893,11903,11072,-39,100,14.7966,1023,No Data,No Data
03/07/2024 10:57:23.903,1,140.01,42.2237,41.0186,1.73022,52.5892,42.2237,475.239,6609.4,0.323942,11886,11008,-107,100,14.7984,1023,No Data,No Data
03/07/2024 10:57:24.897,1,140.008,42.2237,41.0195,1.72266,52.5892,42.2237,474.539,6602.8,0.323706,11899,11072,-63,100,14.8006,1023,No Data,No Data
03/07/2024 10:57:25.890,1,139.98,42.2242,41.0184,1.72412,52.5892,42.2242,474.555,6607.12,0.323623,11902,10944,-21,100,14.8022,1023,No Data,No Data
03/07/2024 10:57:26.883,1,140.013,42.2245,41.0197,1.72119,52.5892,42.2245,474.5,6602.86,0.323564,11889,10880,-107,100,14.8039,1023,No Data,No Data
03/07/2024 10:57:27.876,1,139.991,42.225,41.019,1.71777,52.5892,42.225,474.66,6604.51,0.323615,11901,10880,-86,100,14.8062,1023,No Data,No Data
03/07/2024 10:57:28.870,1,140,42.2248,41.0194,1.68065,52.5892,42.2248,474.469,6613.03,0.323533,11899,11008,-20,100,14.8088,1023,No Data,No Data
03/07/2024 10:57:29.863,1,139.975,42.2248,41.0191,1.60477,52.5892,42.2248,474.602,6626.67,0.323638,11903,11136,-104,100,14.8128,1023,No Data,No Data
03/07/2024 10:57:30.856,1,139.997,42.2256,41.0195,1.54366,52.5892,42.2256,474.68,6633.65,0.323612,11897,10944,-34,100,14.8156,1023,No Data,No Data
03/07/2024 10:57:31.850,1,140.023,42.2261,41.0198,1.46785,52.5892,42.2261,474.486,6634.3,0.323504,11899,10944,-28,100,14.8184,1023,No Data,No Data
03/07/2024 10:57:32.843,1,139.99,42.2261,41.0191,1.41136,52.5892,42.2261,474.917,6651.91,0.323722,11899,10880,-83,100,14.8203,1023,No Data,No Data
03/07/2024 10:57:33.836,1,140.013,42.2263,41.019,1.39555,52.5892,42.2263,474.164,6641.37,0.323454,11889,10880,-78,100,14.8228,1023,No Data,No Data
03/07/2024 10:57:34.829,1,140.005,42.2269,41.0192,1.43877,52.5892,42.2269,473.892,6641.71,0.323543,11900,10880,-28,100,14.8242,1023,No Data,No Data
03/07/2024 10:57:35.823,1,139.991,42.2267,41.0192,1.50898,52.5892,42.2267,474.259,6644.72,0.323765,11895,11072,-86,100,14.8276,1023,No Data,No Data
03/07/2024 10:57:36.816,1,140.008,42.2271,41.019,1.57853,52.5892,42.2271,474.356,6660.75,0.323982,11894,10944,-88,100,14.8302,1023,No Data,No Data
03/07/2024 10:57:37.809,1,139.997,42.2276,41.0193,1.60305,52.5892,42.2276,474.28,6668.82,0.323703,11894,10944,-88,100,14.8324,1023,No Data,No Data
03/07/2024 10:57:38.802,1,139.998,42.2276,41.0192,1.62316,52.5892,42.2276,473.966,6651.18,0.323682,11894,11008,-40,100,14.8344,1023,No Data,No Data
03/07/2024 10:57:39.796,1,140,42.2277,41.0192,1.63417,52.5892,42.2277,473.571,6654.42,0.323282,11889,10944,-18,100,14.8355,1023,No Data,No Data
03/07/2024 10:57:40.789,1,139.997,42.2286,41.0191,1.62414,52.5892,42.2286,474.092,6669.5,0.323542,11896,10880,-73,100,14.8355,1023,No Data,No Data
03/07/2024 10:57:41.782,1,140.004,42.2282,41.0193,1.64397,52.5989,42.2282,474.009,6665.3,0.323473,11891,10880,-45,100,14.8376,1023,No Data,No Data
